permno,ticker,comnam,permco 
80577,,AMPLIPHI BIOSCIENCES CORP,13099
84385,NSP,INSPERITY INC,31890
12622,HCA,H C A HOLDINGS INC,53696
12629,MX,MAGNACHIP SEMICONDUCTOR CORP,53698
76671,ANN,ANN INC,28876
12639,CSOD,CORNERSTONE ONDEMAND INC,53702
12615,FF,FUTUREFUEL CORP,53694
12640,SREV,SERVICESOURCE INTERNATIONAL INC,53704
83896,PURE,PURE BIOSCIENCE INC,14882
92265,CCGM,CHINA CGAME INC,52748
85349,MTOR,MERITOR INC,32092
12623,HII,HUNTINGTON INGALLS INDS INC,53697
83399,OCC,OPTICAL CABLE CORP,14498
11636,,A P PHARMA INC,9457
12660,GNC,G N C HOLDINGS INC,53710
83529,MGAM,MULTIMEDIA GAMES HOLDING CO INC,14641
12698,TZYM,TRANZYME INC,53731
93398,MILL,MILLER ENERGY RESOURCES INC,53424
12682,TMS,T M S INTERNATIONAL CORP,53718
12700,ZIP,ZIPCAR INC,53733
92295,WEST,WESTINGHOUSE SOLAR INC,52765
85158,,I N X INC,15581
12645,ELLI,ELLIE MAE INC,53707
75285,MAN,MANPOWERGROUP,20312
12641,AL,AIR LEASE CORP,53705
12695,SGNT,SAGENT PHARMACEUTICALS INC,53728
12146,,CHAMPIONS ONCOLOGY INC,10020
12691,MKTG,RESPONSYS INC,53725
82831,,INSYS THERAPEUTICS INC,14309
91581,SVBL,SILVER BULL RESOURCES INC,51428
12798,WIFI,BOINGO WIRELESS INC,53779
12783,THR,THERMON GROUP HOLDINGS INC,53763
93233,MSG,MADISON SQUARE GARDEN CO,53332
91283,RAM,R A M ENERGY RESOURCES INC,50735
77281,WFM,WHOLE FOODS MARKET INC,11310
12793,FFN,FRIENDFINDER NETWORKS INC,53774
92686,,NILE THERAPEUTICS INC,53027
12784,TTTM,T 3 MOTION INC,53764
85320,HMNY,HELIOS & MATHESON INFO TECH INC,15641
12789,AMPE,AMPIO PHARMACEUTICALS INC,53770
12742,LNKD,LINKEDIN CORP,53751
87404,EXE,CREXENDO INC,17399
12719,ACTV,ACTIVE NETWORK INC,53747
90386,MOS,MOSAIC COMPANY NEW,45695
81510,COVR,COVER ALL TECHNOLOGIES INC,6882
12796,SAVE,SPIRIT AIRLINES INC,53776
78664,DDD,3 D SYSTEMS CORP DEL,26127
12743,LPR,LONE PINE RESOURCES INC,53752
12792,EAGL,GLOBAL EAGLE ACQUISITION CORP,53773
12797,SZYM,SOLAZYME INC,53777
87602,MATR,MATTERSIGHT CORP,17962
75272,SEV,SEVCON INC,21715
12865,FIO,FUSION I O INC,53808
12840,LODE,COMSTOCK MINING INC,53806
76310,,BLUE DOLPHIN ENERGY CO,10550
86924,TST,THESTREET INC,16521
12873,P,PANDORA MEDIA INC,53811
93191,CLNT,CLEANTECH SOLUTIONS INTL INC,53312
12835,RATE,BANKRATE INC DE,53804
92034,CAVM,CAVIUM INC,52286
87167,ICGE,I C G GROUP INC,16702
12879,VHS,VANGUARD HEALTH SYSTEMS INC,53815
12877,PTGI,PRIMUS TELECOMMUNICATIONS GROUP,15120
12887,KIOR,KIOR INC,53824
12881,ATNY,A P I TECHNOLOGIES CORP,53817
87496,XOXO,X O GROUP INC,17472
12882,AWAY,HOMEAWAY INC,53818
85572,ECTE,ECHO THERAPEUTICS INC,15819
12883,CRMB,57TH STREET GENERAL ACQUIS CORP,53819
78091,GURE,GULF RESOURCES INC,11807
12880,AMCX,A M C NETWORKS INC,53816
32803,HFC,HOLLYFRONTIER CORP,20922
12872,MPC,MARATHON PETROLEUM CORP,53810
87264,ININ,INTERACTIVE INTELLIGENCE GRP INC,17131
12916,HCOM,HAWAIIAN TELCOM HOLDCO INC,53845
83704,DAEG,DAEGIS INC,14724
91893,,CONVERTED ORGANICS INC,51805
19828,WEN,WENDYS CO,20550
92777,ASCMA,ASCENT CAPITAL GROUP INC,53080
10253,DSS,DOCUMENT SECURITY SYSTEMS INC,7922
13936,PVH,P V H CORP,21402
11803,MITK,MITEK SYSTEMS INC,9604
12922,SKUL,SKULLCANDY INC,53851
12903,SARA,SARATOGA RESOURCES INC,53835
12927,Z,ZILLOW INC,53853
12905,SXC,SUNCOKE ENERGY INC,53836
12915,FRAN,FRANCESCAS HOLDINGS CORP,53844
12906,SYRG,SYNERGY RESOURCES CORP,53837
12914,DNKN,DUNKIN BRANDS GROUP INC,53843
12924,TNGO,TANGOE INC,53852
12913,CHEF,CHEFS WAREHOUSE INC,53842
12907,TEA,TEAVANA HOLDINGS INC,53838
12908,WAIR,WESCO AIRCRAFT HOLDINGS INC,53840
12919,HZNP,HORIZON PHARMA INC,53846
12894,CJES,C & J ENERGY SERVICES INC,53830
12959,AMBT,AMBIENT CORP,53867
92758,GTAT,G T ADVANCED TECHNOLOGIES INC,53062
12960,CARB,CARBONITE INC,53868
85072,RL,RALPH LAUREN CORP,32009
12963,FES,FORBES ENERGY SERVICES LTD,53870
92895,SAPX,SEVEN ARTS ENTERTAINMENT INC,53125
90175,XPO,X P O LOGISTICS INC,45186
83317,ASTX,ASTEX PHARMACEUTICALS INC,14432
91078,,EPICEPT CORP,50197
79618,PZZI,PIZZA INN HOLDINGS INC,12384
13008,LCAPA,LIBERTY MEDIA CORP 2ND NEW,53884
91277,LINTA,LIBERTY INTERACTIVE CORP,41998
91278,LINTB,LIBERTY INTERACTIVE CORP,41998
92594,RXII,GALENA BIOPHARMA INC,52971
12981,FBHS,FORTUNE BRANDS HOME & SECUR INC,53876
10225,BEAM,BEAM INC,20067
10353,,STELL EXCEL INC,8275
87227,EGAN,EGAIN COMMUNICATIONS CORP,17135
10966,,AXOGEN INC,8839
13046,UBNT,UBIQUITI NETWORKS INC,53901
13049,ZLTQ,ZELTIQ AESTHETICS INC,53902
82668,DIAL,WESTWOOD ONE INC,6999
44274,AEGN,AEGION CORP,2366
92594,GALE,GALENA BIOPHARMA INC,52971
13019,GNE,GENIE ENERGY LTD,53892
12883,CRMB,CRUMBS BAKE SHOP INC,53819
13105,ACHC,ACADIA HEALTHCARE CO INC,53929
13035,XYL,XYLEM INC,53896
13018,XLS,EXELIS INC,53890
13041,LMOS,LUMOS NETWORKS CORP,53900
13113,RECV,RECOVERY ENERGY INC,53936
85511,GEVA,SYNAGEVA BIOPHARMA CORP,15744
13108,GRPN,GROUPON INC,53932
83131,DGIT,DIGITAL GENERATION INC,14340
13080,IMPV,IMPERVA INC,53919
13111,NLNK,NEWLINK GENETICS CORP,53935
13112,NTK,NORTEK INC,21296
13107,CLVS,CLOVIS ONCOLOGY INC,53931
13081,INVN,INVENSENSE INC,53920
13106,ANGI,ANGIES LIST INC,53930
13109,IMI,INTERMOLECULAR INC,53933
13110,MFRM,MATTRESS FIRM HOLDING CORP,53934
13078,DDMG,DIGITAL DOMAIN MEDIA GROUP INC,53917
13085,VAC,MARRIOTT VACATIONS WORLDWIDE COR,53923
13008,LMCA,LIBERTY MEDIA CORP 2ND NEW,53884
80812,,ENERGY FOCUS INC,13276
13167,SGYP,SYNERGY PHARMACEUTICALS INC,53963
91063,VIAB,VIACOM INC NEW,50032
13121,ETAK,ELEPHANT TALK COMMUNICATIONS COR,53939
89105,JOY,JOY GLOBAL INC,41977
87075,JCOM,J2 GLOBAL INC,16665
75033,VOXX,VOXX INTERNATIONAL CORP,20232
82668,DIAL,DIAL GLOBAL INC,6999
13160,JIVE,JIVE SOFTWARE INC,53959
13139,SN,SANCHEZ ENERGY CORP,53945
13124,LPI,LAREDO PETROLEUM HOLDINGS INC,53941
13116,BCEI,BONANZA CREEK ENERGY INC,53938
13169,ZNGA,ZYNGA INC,53965
15553,GAS,A G L RESOURCES INC,116
75828,EA,ELECTRONIC ARTS INC,10303
13168,TRIP,TRIPADVISOR INC,53964
10333,XOMA,XOMA CORP,8254
89756,MARK,REMARK MEDIA INC,44117
13115,OSH,ORCHARD SUPPLY HRDWRE STORES CP,12054
13141,WPX,W P X ENERGY INC,53947
85716,OPAY,OFFICIAL PAYMENTS HOLDINGS INC,15895
21020,,A M R CORP DEL,20010
78066,NAVB,NAVIDEA BIOPHARMACEUTICALS INC,11795
88031,MNST,MONSTER BEVERAGE CORP,7902
87074,PTNT,INTERNET PATENTS CORP,16664
13196,RLGT,RADIANT LOGISTICS INC,53975
82176,HOOK,CRAFT BREW ALLIANCE INC,13945
13201,REGI,RENEWABLE ENERGY GROUP INC,53977
12581,MODL,MMODAL INC,53680
13181,GWRE,GUIDEWIRE SOFTWARE INC,53970
13202,VSTM,VERASTEM INC,53978
70704,MUX,MCEWEN MINING INC,4246
89761,ATC,A T C VENTURES GROUP INC,44123
13253,SLCA,U S SILICA HOLDINGS INC,53989
13244,MTDR,MATADOR RESOURCES CO,53987
13227,GWAY,GREENWAY MEDICAL TECHNOLOGS INC,53986
90778,NTS,N T S INC,46892
13263,CEMP,CEMPRA INC,53995
13188,POST,POST HOLDINGS INC,53972
92454,IQNT,NEUTRAL TANDEM INC,52872
13210,EPAM,EPAM SYSTEMS INC,53983
13267,CZR,CAESARS ENTERTAINMENT CORP,53998
13250,RNDY,ROUNDYS INC,27638
13262,CCXI,CHEMOCENTRYX INC,53994
91283,HK,HALCON RESOURCES CORP,50735
13280,SYNC,SYNACOR INC,54004
13225,GSE,G S E HOLDING INC,53985
16030,AVHI,A V HOMES INC,421
13279,SSH,SUNSHINE HEART INC,54003
92130,SYN,SYNTHETIC BIOLOGICS INC,52404
13265,CUI,C U I GLOBAL INC,53997
13260,BCOV,BRIGHTCOVE INC,53992
13264,CERE,CERES INC,53996
76532,ZAZA,ZAZA ENERGY CORP,4547
13249,PRLB,PROTO LABS INC,53988
13261,BV,BAZAARVOICE INC,53993
88518,,MANDALAY DIGITAL GROUP INC,38418
13318,YELP,YELP INC,54020
92266,CDII,CD INTERNATIONAL ENTERPRISES INC,52749
13284,ALSN,ALLISON TRANSMISSION HLDGS INC,54006
13292,DWRE,DEMANDWARE INC,54008
13326,MTSI,M A COM TECHNOLOGY SOLS HLDS INC,54029
82176,BREW,CRAFT BREW ALLIANCE INC,13945
13294,ET,EXACTTARGET INC,54009
13314,VNTV,VANTIV INC,54016
13328,PAMT,PARAMETRIC SOUND CORP,54031
13324,GALT,GALECTIN THERAPEUTICS INC,54027
13285,BNNY,ANNIES INC,54007
13316,VCRA,VOCERA COMMUNICATIONS INC,54018
13329,PRSS,CAFEPRESS INC,54032
13330,TRIO,TRIO MERGER CORP,54033
13305,RXN,REXNORD CORP NEW,54014
13325,MACK,MERRIMACK PHARMACEUTICALS INC,54028
13298,MM,MILLENNIAL MEDIA INC,54011
13323,ENPH,ENPHASE ENERGY INC,54026
54818,HTSI,HARRIS TEETER SUPERMARKETS INC,21537
77668,ESRX,EXPRESS SCRIPTS HOLDING CO,11569
13373,EAC,ERICKSON AIR CRANE INC,54059
13343,MRC,M R C GLOBAL INC,54041
13337,FET,FORUM ENERGY TECHNOLOGIES INC,54037
13372,DCIN,DIGITAL CINEMA DESTINATIONS CORP,54058
13367,TUMI,TUMI HOLDINGS INC,54055
13379,SPLK,SPLUNK INC,54064
13378,ROIQ,R O I ACQUISITION CORP,54002
13342,BLOX,INFOBLOX INC,54040
13349,MPO,MIDSTATES PETROLEUM CO INC,54043
13377,PFPT,PROOFPOINT INC,54063
13369,CLIR,CLEARSIGN COMBUSTION CORP,54057
13340,GIG,GIGOPTIX INC,54038
13374,ENVI,ENVIVIO INC,54060
13336,EDG,EDGEN GROUP INC,54036
82670,,T G THERAPEUTICS INC,14232
89698,HSON,HUDSON GLOBAL INC,43976
90825,ACCO,A C C O BRANDS CORP,47179
13410,SUPN,SUPERNUS PHARMACEUTICALS INC,54087
13356,PSX,PHILLIPS 66,54048
13409,SCGQ,S C G FINANCIAL ACQUISITION CORP,54086
13399,TLYS,TILLYS INC,54077
13375,FRGI,FIESTA RESTAURANT GROUP INC,54061
13402,ADNC,AUDIENCE INC,54081
13408,IRG,IGNITE RESTAURANT GROUP INC,54085
48389,UNS,U N S ENERGY CORP,21786
49905,FNP,FIFTH & PACIFIC COMPANIES INC,2678
13407,FB,FACEBOOK INC,54084
78960,UAMY,UNITED STATES ANTIMONY CORP,4715
89866,LKQ,L K Q CORP,44497
12437,RFP,RESOLUTE FOREST PRODUCTS INC,20325
88436,ENDP,ENDO HEALTH SOLUTIONS INC,37931
84596,ALTI,ALTAIR NANOTECHNOLOGIES INC,15402
78071,BIOL,BIOLASE INC,11801
13411,TROV,TROVAGENE INC,54088
13412,YOD,YOU ON DEMAND HOLDINGS INC,54089
13385,IMUC,IMMUNOCELLULAR THERAPEUTICS LTD,54069
85645,INGR,INGREDION INC,32174
86989,MEET,MEETME INC,16606
13453,CEMI,CHEMBIO DIAGNOSTICS INC,54113
11691,ALEX,ALEXANDER & BALDWIN HLDGS INC,157
79499,INOD,INNODATA INC,12347
88285,,VIGGLE INC,7887
84785,SHF,SCHIFF NUTRITION INTL INC,31987
79248,THRM,AMERIGON INC,12194
10051,HGR,HANGER INC,7999
88905,ATRS,ANTARES PHARMA INC,41265
62341,PETD,P D C ENERGY INC,3526
88926,ERB,ERBA DIAGNOSTICS INC,41370
13430,BKW,BURGER KING WORLDWIDE INC,54100
85019,KMG,K M G CHEMICALS INC,15505
13455,HOTR,CHANTICLEER HOLDINGS INC,54115
10257,DLHC,D L H HOLDINGS CORP,8185
90476,CHCI,COMSTOCK HOLDING COMPANIES INC,45998
13456,TSRO,TESARO INC,54116
13454,EXA,EXA CORP,54114
13447,NOW,SERVICENOW INC,54109
85744,RMTI,ROCKWELL MEDICAL INC,15928
22840,HSH,HILLSHIRE BRANDS CO,21566
13537,TAX,J T H HOLDING INC,54155
11691,MATX,MATSON INC,157
89935,MEIP,M E I PHARMA INC,44689
13536,PGRX,PROSPECT GLOBAL RESOURCES INC,54154
80971,ALCS,ALCO STORES INC,13401
90352,,DYNEGY INC DEL,30882
13521,CPAH,COUNTERPATH CORP,54142
85002,SRPT,SAREPTA THERAPEUTICS INC,15507
62341,PDCE,P D C ENERGY INC,3526
13502,EGL,ENGILITY HLDGS INC,54135
13527,FIVE,FIVE BELOW INC,54146
13525,DRTX,DURATA THERAPEUTICS INC,54144
13535,KYAK,KAYAK SOFTWARE CORP,54153
13511,PANW,PALO ALTO NETWORKS INC,54139
13520,CHUY,CHUYS HOLDINGS INC,54141
13508,NGVC,NATRL GROCERS BY VIT COTTAGE INC,54136
13526,EOPN,E2OPEN INC,54145
13533,HPTX,HYPERION THERAPEUTICS INC,54150
13524,DFRG,DEL FRISCOS RESTAURANT GROUP INC,54143
63335,PES,PIONEER ENERGY SERVICES CORP,4202
81741,,SOCKET MOBILE INC,13759
13552,HPAC,HYDE PARK ACQUISTION CORP II,54164
13543,GMED,GLOBUS MEDICAL INC,54157
13548,BLMN,BLOOMIN BRANDS INC,54162
91954,ARCW,ARC GROUP WORLDWIDE INC,52129
13560,PSMI,PEREGRINE SEMICONDUCTOR CORP,54168
13553,LVNTA,LIBERTY INTERACTIVE CORP,41998
13554,LVNTB,LIBERTY INTERACTIVE CORP,41998
13559,PFMT,PERFORMANT FINANCIAL CORP,54167
86720,CEB,CORPORATE EXECUTIVE BOARD CO,16422
82763,XRSC,X R S CORP,14252
13556,MNGA,MAGNEGAS CORP,54166
89609,MGCD,M G C DIAGNOSTICS CORP,9849
13563,TTS,TILE SHOP HOLDINGS INC,54170
13564,USMD,U S M D HOLDINGS INC,54171
12637,EOX,EMERALD OIL INC,53701
79248,THRM,GENTHERM INC,12194
88817,EPL,E P L OIL & GAS INC,41004
13599,LFVN,LIFEVANTAGE CORP,54194
90411,LOCM,LOCAL CORP,45718
13585,TRLA,TRULIA INC,54184
82530,CLRX,COLLABRX INC,14066
13600,QLYS,QUALYS INC,54195
13577,HY,HYSTER YALE MATERIALS HANDLG INC,28836
13567,ADT,A D T CORP,54174
85567,GEOS,GEOSPACE TECHNOLOGIES CORP,15841
13598,KRFT,KRAFT FOODS GROUP INC,54193
89006,MDLZ,MONDELEZ INTERNATIONAL INC,41680
90352,DYN,DYNEGY INC NEW DEL,30882
12350,NETE,NET ELEMENT INTERNATIONAL INC,53535
13616,LOCK,LIFELOCK INC,54203
13655,RLJE,R L J ENTERTAINMENT INC,54233
13652,RGLS,REGULUS THERAPEUTICS INC,54232
13604,BERY,BERRY PLASTICS GROUP INC,54198
92582,FU,F A B UNIVERSAL CORP,52966
13644,KYTH,KYTHERA BIOPHARMACEUTICALS INC,54226
13625,SSTK,SHUTTERSTOCK INC,54209
13643,ICPT,INTERCEPT PHARMACEUTICALS INC,54224
13628,WDAY,WORKDAY INC,54213
13647,LNCO,LINNCO L L C,54227
13641,FANG,DIAMONDBACK ENERGY INC,54222
13656,SHOS,SEARS HOMETOWN & OUTLET STRS INC,54517
78200,SHFL,S H F L ENTERTAINMENT INC,11831
13621,PBYI,PUMA BIOTECHNOLOGY INC,54207
13648,LPTN,LPATH INC,54228
13627,WWAV,WHITEWAVE FOODS CO,54212
13658,XPLR,XPLORE TECHNOLOGIES CORP,54235
90569,WXS,W E X INC,46169
13636,CNSI,COMVERSE INC,54219
13687,RH,RESTORATION HARDWARE HLDGS INC,54265
86008,WVT,WARWICK VALLEY TELEPHONE CO,27591
82307,DVA,DAVITA HEALTHCARE PARTNERS INC,30975
13693,ATOS,ATOSSA GENETICS INC,54269
57913,BOTA,BIOTA PHARMACEUTICALS INC,3133
85738,MRCY,MERCURY SYSTEMS INC,15939
80368,RVLT,REVOLUTION LIGHTING TECH INC,12935
79108,SANM,SANMINA CORP,12083
13690,RKUS,RUCKUS WIRELESS INC,54266
13695,MEIL,METHES ENERGIES INTL LTD,54230
37955,GK,G & K SERVICES INC,1959
11379,DXLG,CASUAL MALE RETAIL GROUP INC,9222
89277,NWBO,NORTHWEST BIOTHERAPEUTICS INC,42547
91032,TRAK,DEALERTRACK TECHNOLOGIES INC,50007
13704,NEO,NEOGENOMICS INC,54278
13708,REMY,REMY INTERNATIONAL INC,54282
13711,SCTY,SOLARCITY CORP,54283
75714,CLRO,CLEARONE INC,10127
13730,PBF,P B F ENERGY INC,54291
13702,DSKX,D S HEALTHCARE GROUP INC,54277
13705,PLPM,PLANET PAYMENT INC,54279
92213,APPY,VENAXIS INC,52663
91612,,GLOBALSTAR INC,51448
84184,AXDX,ACCELERATE DIAGNOSTICS INC,15158
92589,KNDI,KANDI TECHNOLOGIES GROUP INC,52969
81566,PCMI,P C M INC,13648
13721,ABBV,ABBVIE INC,54287
90548,ARC,A R C DOCUMENTS SOLUTIONS INC,46146
92227,SMBL,BOULDER BRANDS INC,52675
92227,BDBD,BOULDER BRANDS INC,52675
13008,STRZA,STARZ,53884
13757,LMCA,LIBERTY MEDIA CORP 3RD NEW,54311
13758,LMCB,LIBERTY MEDIA CORP 3RD NEW,54311
44768,TILE,INTERFACE INC,5925
78916,ACT,ACTAVIS INC,11965
13739,BFAM,BRIGHT HORIZONS FAM SOL INC NEW,54297
13759,LPDX,LIPOSCIENCE INC,54312
75912,PMTC,P T C INC,10408
13761,STML,STEMLINE THERAPEUTICS,54314
75222,AXLL,AXIALL CORP,8840
27204,,ONE HORIZON GROUP INC,5730
13748,TPH,TRI POINTE HOMES INC,54303
13755,KBIO,KALOBIOS PHARMACEUTICALS INC,54309
12792,ENT,GLOBAL EAGLE ENTERTAINMENT INC,53773
13743,ERA,E R A GROUP INC,54299
13788,ZTS,ZOETIS INC,54327
86008,ALTV,ALTEVA,27591
13790,CACG,CHART ACQUISITION CORP,54275
13766,BCC,BOISE CASCADE CO,54318
13799,XONE,EXONE CO,54334
13796,IMMY,IMPRIMIS PHARMACEUTICALS INC,54331
13798,ORMP,ORAMED PHARMACEUTICALS INC,54333
78003,VTNR,VERTEX ENERGY INC,11758
11379,DXLG,DESTINATION X L GROUP INC,9222
76217,WTSL,WET SEAL INC,10669
13828,IPDN,PROFESSIONAL DIVERSITY NETWK INC,54354
90101,MSTX,MAST THERAPEUTICS INC,45058
13819,SSNI,SILVER SPRING NETWORKS INC,54347
80587,DVCR,DIVERSICARE HEALTHCARE SRVCS INC,30396
13829,TTPH,TETRAPHASE PHARMACEUTICALS INC,54356
13816,MODN,MODEL N INC,54344
13825,ENTA,ENANTA PHARMACEUTICALS INC,54351
13827,HTWO,H F 2 FINANCIAL MANAGEMENT INC,54353
13812,MRIN,MARIN SOFTWARE INC,54343
13830,WSTC,WEST CORP,15186
64282,LTD,L BRANDS INC,2664
13818,PF,PINNACLE FOODS INC,54346
13409,RMGN,S C G FINANCIAL ACQUISITION CORP,54086
90170,OGEN,ORAGENICS INC,45180
13862,TMHC,TAYLOR MORRISON HOME CORP,54368
13870,CMRX,CHIMERIX INC,54373
13837,EVTC,EVERTEC INC,54361
13858,RALY,RALLY SOFTWARE DEVELOPMENT CORP,54365
90569,WEX,W E X INC,46169
79564,ARRS,ARRIS GROUP INC NEW,12407
13874,FWM,FAIRWAY GROUP HOLDINGS CORP,54374
13861,TAM,TAMINCO CORP,54367
13869,BAGR,DIVERSIFIED RESTAURANT HLDGS INC,54372
13875,HAWK,BLACKHAWK NETWORK HOLDINGS INC,54375
13860,SEAS,SEAWORLD ENTERTAINMENT INC,54366
13876,HMTV,HEMISPHERE MEDIA GROUP INC,54376
13863,TXMD,THERAPEUTICSMD INC,54369
13879,MICT,MICRONET ENERTEC TECH INC,54379
13878,MDXG,MIMEDX GROUP INC,54378
13883,OVAS,OVASCIENCE INC,54381
91937,TMUS,T MOBILE U S INC,52120
13923,DXM,DEX MEDIA INC,54409
82831,INSY,INSYS THERAPEUTICS INC,14309
13831,CST,C S T BRANDS INC,54357
17478,MHP,MCGRAW HILL FINANCIAL INC,21179
85320,HMNY,HELIOS & MATHESON ANALYTICS INC,15641
13942,RCPT,RECEPTOS INC,54421
13891,CYNI,CYAN INC,54389
13911,Q,QUINTILES TRANSNATIONAL HLDGS IN,54401
13931,MAMS,M A M SOFTWARE GROUP INC,54414
17478,MHFI,MCGRAW HILL FINANCIAL INC,21179
13920,AMBI,AMBIT BIOSCIENCES CORP,54406
13906,WLH,LYON WILLIAM HOMES,25302
24441,CDE,COEUR MINING INC,1071
13914,DATA,TABLEAU SOFTWARE INC,54402
13896,FCSC,FIBROCELL SCIENCE INC,54392
13932,MKTO,MARKETO INC,54415
92395,NES,NUVERRA ENVIRONMENTAL SOLUTS INC,52837
13378,EVRY,EVERYWARE GLOBAL INC,54002
13940,PTLA,PORTOLA PHARMACEUTICALS INC,54419
85482,NRCIB,NATIONAL RESEARCH CORP,15751
13890,ECOM,CHANNELADVISOR CORP,54388
13935,NRCIA,NATIONAL RESEARCH CORP,15751
13909,PGEM,PLY GEM HOLDINGS INC,54400
13903,BRSS,GLOBAL BRASS & COPPER HLDGS INC,54395
68320,CHYR,CHYRONHEGO CORP,902
13939,PSIX,POWER SOLUTIONS INTL INC,54418
92535,GRH,GREENHUNTER RESOURCES INC,52930
13938,OTEL,OTELCO INC,46028
82670,TGTX,T G THERAPEUTICS INC,14232
13924,EPZM,EPIZYME INC,54410
92319,BAXS,BAXANO SURGICAL INC,52786
81776,SUNE,SUNEDISON INC,30922
91893,,FINJAN HOLDINGS INC,51805
79089,FOSL,FOSSIL GROUP INC,12074
14005,TXTR,TEXTURA CORP,54455
13977,BIOA,BIOAMBER INC,54385
13976,AIRI,AIR INDUSTRIES GROUP INC,54440
88518,MNDL,MANDALAY DIGITAL GROUP INC,38418
13992,GIMO,GIGAMON INC,54447
13965,OHRP,OHR PHARMACEUTICAL INC,54434
13983,COTY,COTY INC,54444
86977,MBIS,MEDIABISTRO INC,16613
87227,EGAN,EGAIN CORP,17135
13993,GTT,GLOBAL TELECOM & TECHNOLOGY INC,54448
13947,BLUE,BLUEBIRD BIO INC,54424
13967,PTCT,P T C THERAPEUTICS INC,54436
13970,THST,TRUETT HURST INC,54439
13956,GOGO,GOGO INC,54428
77610,OLED,UNIVERSAL DISPLAY CORP,11522
13330,SAEX,SAEXPLORATION HOLDINGS INC,54033
13954,ESPR,ESPERION THERAPEUTICS INC NEW,54427
13962,NSTG,NANOSTRING TECHNOLOGIES INC,54432
14006,TRMR,TREMOR VIDEO INC,54456
13966,PETX,ARATANA THERAPEUTICS INC,54435
13957,HDS,H D SUPPLY HOLDINGS INC,54429
13949,CDW,C D W CORP NEW,54426
13959,NDLS,NOODLES & CO,54431
90441,FOXA,TWENTY FIRST CENTURY FOX INC,21287
90400,ADES,ADVANCED EMISSIONS SOLUTIONS INC,45708
13964,NWS,NEWS CORP NEW,54433
90442,FOX,TWENTY FIRST CENTURY FOX INC,21287
92454,IQNT,INTELIQUENT INC,52872
13963,NWSA,NEWS CORP NEW,54433
14045,CLAC,CAPITOL ACQUISITION CORP II,54407
85173,OUTR,OUTERWALL INC,15579
14033,ONVO,ORGANOVO HOLDINGS INC,54467
89971,TPX,TEMPUR SEALY INTERNATIONAL INC,44726
14040,S,SPRINT CORP NEW,54473
14054,MRTX,MIRATI THERAPEUTICS INC,54484
13409,RMGN,R M G NETWORKS HOLDING CORP,54086
12698,OCRX,OCERA THERAPEUTICS INC,53731
14030,NYLD,N R G YIELD INC,54466
93239,AMCO,ARMCO METALS HOLDINGS INC,53337
14055,OMED,ONCOMED PHARMACEUTICALS INC,54485
89875,ANIP,A N I PHARMACEUTICALS INC,44505
14042,UCP,U C P INC,54475
88564,RTIX,R T I SURGICAL INC,38459
14017,DRII,DIAMOND RESORTS INTL INC,54460
14060,XGTI,X G TECHNOLOGY INC,54488
14057,SALE,RETAILMENOT INC,54487
14051,HTBX,HEAT BIOLOGICS INC,54481
14026,JONE,JONES ENERGY INC,54462
14044,AGIO,AGIOS PHARMACEUTICALS INC,54476
14052,ICEL,CELLULAR DYNAMICS INTL INC,54482
14043,WCIC,W C I COMMUNITIES INC,42933
14056,ONTX,ONCONOVA THERAPEUTICS INC,54486
14046,CNAT,CONATUS PHARMACEUTICALS INC,54477
14053,LIQD,LIQUID HOLDINGS GROUP INC,54483
14029,LIN,LIN MEDIA LLC,54465
14102,SFM,SPROUTS FARMERS MARKET INC,54513
14041,STRP,STRAIGHT PATH COMMUNICATIONS INC,54474
92587,BEAT,BIOTELEMETRY INC,52967
14062,ATHL,ATHLON ENERGY INC,54490
14099,MBII,MARRONE BIO INNOVATIONS INC,54510
14095,CTRL,CONTROL4 CORP,54508
14087,YUME,YUME INC,54502
14072,XON,INTREXON CORP,54496
14097,FOXF,FOX FACTORY HOLDING CORP,54509
14106,STCK,STOCK BUILDING SUPPLY HLDGS INC,54515
10966,AXGN,AXOGEN INC,8839
14107,TNXP,TONIX PHARMACEUTICALS HLDG CORP,54516
14063,CVT,CVENT INC,54491
14065,EVHC,ENVISION HEALTHCARE HOLDINGS INC,54492
14094,CGIX,CANCER GENETICS INC,54507
91078,,IMMUNE PHARMACEUTICALS INC,50197
14101,RGDO,REGADO BIOSCIENCES INC,54512
91391,WIN,WINDSTREAM HOLDINGS INC,50964
14137,REI,RING ENERGY INC,54542
13976,AIRI,AIR INDUSTRIES GROUP,54440
14152,CRRS,CORPORATE RESOURCE SERVICES INC,54553
80001,NAVR,SPEED COMMERCE INC,12694
14135,PED,PEDEVCO CORP,54540
80001,SPDC,SPEED COMMERCE INC,12694
78054,QUMU,QUMU CORP,11789
14161,FPRX,FIVE PRIME THERAPEUTICS INC,54558
14149,BNFT,BENEFITFOCUS INC,54550
14172,PPSI,PIONEER POWER SOLUTIONS INC,54564
14176,XLRN,ACCELERON PHARMA INC,54568
14164,FUEL,ROCKET FUEL INC,54559
14131,MYCC,CLUBCORP HOLDINGS INC,54536
14148,BIND,BIND THERAPEUTICS INC,54549
14159,FEYE,FIREEYE INC,54556
53575,ATX,COSTA INC,20533
14133,NNVC,NANOVIRICIDES INC,54538
14160,FMI,FOUNDATION MEDICINE INC,54557
